From Bank,Account,To Bank,Account.1,Amount Received,Amount Paid,Payment Format,Year,Month
010,8000FNN10,010,8000YRY25,278.8,398.93,Wire,2021,5
03208,8000ALY71,010,8000NXW42,171.99,280.39,Reinvestment,2022,12
010,8000ROP15,010,8000BJA59,213.46,410.45,Credit Card,2023,6
03208,8000YHW18,010,8000GSI58,309.46,447.04,Reinvestment,2023,3
010,8000UOV66,03208,8000SPD08,412.35,359.12,Reinvestment,2022,10
03208,8000QMX62,03208,8000SYN24,214.35,486.41,ACH,2021,3
03208,8000NSC11,010,8000VDF79,241.74,493.63,Cheque,2021,11
03208,8000LGK14,03208,8000QXD02,302.45,479.4,Credit Card,2022,12
010,8000TBD30,03208,8000BYX22,455.93,444.36,Cheque,2021,6
03208,8000MRU62,03208,8000MEI24,336.23,301.0,Bitcoin,2023,11
010,8000OMB58,03208,8000CPJ40,381.4,413.87,Reinvestment,2023,9
010,8000IKV29,03208,8000LSA55,393.1,139.46,Cheque,2021,5
010,8000RYO50,010,8000KBC68,179.32,156.18,Credit Card,2021,4
03208,8000EYL21,03208,8000BLE13,180.74,279.17,Wire,2021,2
03208,8000WTT58,010,8000PMI52,124.44,492.23,ACH,2022,5
03208,8000SSQ89,010,8000GTS48,407.06,161.88,Cash,2021,9
010,8000PBV83,010,8000EMH02,445.05,472.75,Bitcoin,2023,11
03208,8000ZJR90,010,8000CYX38,236.07,399.58,Credit Card,2023,5
010,8000BEO96,03208,8000WYV53,225.34,146.3,Wire,2023,3
010,8000OWZ42,03208,8000ISC07,185.01,420.38,Cash,2022,9
03208,8000PFC95,03208,8000LEA86,180.57,375.27,Reinvestment,2021,11
010,8000IIF10,03208,8000PUG74,439.33,404.34,Credit Card,2022,6
010,8000HJX24,010,8000SCK21,322.92,274.18,ACH,2021,6
010,8000HXA35,010,8000QRU13,194.43,262.74,Wire,2022,3
03208,8000WMN02,03208,8000JOA23,418.85,266.82,ACH,2022,10
010,8000VAM25,03208,8000OCX81,462.97,344.84,Bitcoin,2021,11
03208,8000IRA48,03208,8000VIM44,225.0,144.16,Cheque,2022,9
010,8000FFO80,010,8000FPA32,407.74,182.75,ACH,2021,3
010,8000GTT03,010,8000HGA76,464.83,164.18,ACH,2022,11
03208,8000DLY71,03208,8000IAA29,428.47,183.3,Cash,2021,10
010,8000KLC56,010,8000KAN53,132.11,473.22,Wire,2022,12
010,8000ZQT61,03208,8000PSD24,203.64,122.48,Cash,2023,12
03208,8000PBY56,03208,8000TVW09,465.71,468.07,Credit Card,2022,1
03208,8000OBU70,010,8000HVQ98,148.19,479.26,Cheque,2021,10
010,8000YOJ28,010,8000OWD93,465.23,361.25,Cash,2021,3
010,8000TTB50,010,8000QSQ21,306.27,494.66,Bitcoin,2022,8
010,8000QCZ81,010,8000JBE64,456.58,368.67,ACH,2023,11
010,8000WXY16,010,8000HKU75,174.66,207.75,Credit Card,2023,11
010,8000OBM24,010,8000JAY34,458.38,172.77,Wire,2023,9
010,8000JJY92,010,8000IQR68,103.86,458.51,Cheque,2022,7
03208,8000HWT65,010,8000PEU77,145.58,246.72,Bitcoin,2023,11
010,8000MNF94,010,8000HCF94,393.28,391.23,Reinvestment,2022,2
03208,8000SMH24,010,8000NXU37,478.1,202.2,Cheque,2021,1
03208,8000NYH64,03208,8000IFV14,186.79,342.33,Reinvestment,2022,6
010,8000IQY37,03208,8000NFC42,403.48,159.47,Cheque,2023,7
03208,8000UKI05,03208,8000BVW21,164.53,269.83,Wire,2022,11
010,8000FIE91,03208,8000MLZ41,243.46,498.09,Wire,2023,2
03208,8000WGO16,010,8000JWK35,222.95,487.25,Cheque,2023,12
010,8000DMF08,03208,8000HAM75,449.17,210.53,Cash,2021,4
010,8000HRY59,010,8000FAG83,411.34,176.52,Reinvestment,2023,10
03208,8000RAP05,010,8000PNP80,259.95,386.06,Reinvestment,2022,6
03208,8000PZL92,03208,8000TUF82,134.95,284.55,Bitcoin,2023,7
010,8000OSB28,010,8000CWJ33,493.47,160.32,Reinvestment,2022,8
03208,8000GIH35,010,8000CXB17,467.07,262.48,Bitcoin,2022,10
010,8000QDE73,010,8000SXB17,248.02,110.59,Credit Card,2021,3
010,8000WRV89,03208,8000YQE50,352.98,160.35,Wire,2023,12
03208,8000DIB57,010,8000SEO19,150.27,412.24,Cash,2022,6
03208,8000GGM44,03208,8000TAG19,301.09,297.93,Cash,2022,11
010,8000LDZ60,010,8000AQG84,232.2,412.12,Wire,2021,12
010,8000KYB78,03208,8000CCY23,370.07,130.9,Bitcoin,2022,5
010,8000KIE00,03208,8000EQR29,239.09,102.92,Wire,2023,8
010,8000DTX24,010,8000WBX12,117.23,405.6,Cash,2021,3
010,8000ZHP23,03208,8000GCU33,223.64,269.34,Cash,2021,8
010,8000VEF97,010,8000JAP19,143.85,487.88,Wire,2022,10
010,8000BDF49,010,8000PBV68,490.71,232.21,ACH,2021,12
03208,8000IAC39,010,8000CCW70,419.01,228.31,Cash,2021,5
010,8000KZQ53,03208,8000XPL94,482.75,423.59,Bitcoin,2022,11
010,8000DVS23,03208,8000WYR69,287.99,175.28,ACH,2022,3
010,8000EXR88,03208,8000NOH68,286.09,335.44,Credit Card,2021,10
010,8000LNG91,010,8000NHY37,205.22,211.57,Cash,2021,12
03208,8000YAV42,03208,8000LAN53,170.11,114.87,Cheque,2023,7
010,8000QDX47,03208,8000BTD19,168.63,462.48,ACH,2021,6
03208,8000SPY37,03208,8000UZL86,266.36,247.77,Credit Card,2023,9
03208,8000GYZ00,03208,8000PES79,391.49,416.03,Wire,2023,2
03208,8000EWH04,03208,8000HYT99,370.57,428.97,Wire,2021,4
03208,8000DXP18,010,8000FUU39,433.26,372.58,Cash,2022,1
03208,8000CNN91,03208,8000ICR18,428.6,350.58,Wire,2021,9
03208,8000GHW58,010,8000SCA25,176.68,173.45,Cheque,2022,3
03208,8000IWL99,03208,8000IXM71,487.88,262.25,Bitcoin,2021,11
03208,8000EFZ12,010,8000VNC44,340.07,304.82,ACH,2023,11
03208,8000JLP41,03208,8000NDL09,421.13,455.72,Credit Card,2022,8
010,8000BKJ78,010,8000YEK62,233.52,308.43,Cash,2023,8
010,8000PYG74,03208,8000RQV64,220.94,294.08,Bitcoin,2022,9
03208,8000BFD59,03208,8000BXB19,131.31,253.48,Reinvestment,2022,10
03208,8000NKO74,010,8000ZNN90,282.07,445.93,Credit Card,2021,8
03208,8000SVL00,010,8000LXD29,436.15,473.46,Cash,2021,3
010,8000CXC68,010,8000GPZ82,372.56,145.75,ACH,2022,3
010,8000IML49,03208,8000LRU48,491.53,253.52,Credit Card,2023,12
03208,8000MYI31,010,8000NEH44,482.67,481.91,Credit Card,2021,9
03208,8000UJJ00,03208,8000SYB70,266.45,269.34,Cheque,2022,5
010,8000BAH80,03208,8000TLR25,271.01,198.81,Cash,2023,6
03208,8000SGU52,03208,8000XYA13,387.72,421.86,Cheque,2023,5
010,8000DCN31,03208,8000NJK06,162.13,264.94,Bitcoin,2022,10
010,8000YUM87,010,8000XOT78,447.72,404.68,ACH,2022,8
03208,8000TAW98,010,8000DGV41,479.97,338.62,Bitcoin,2021,3
010,8000MZK90,03208,8000AWC97,365.93,230.16,ACH,2023,4
010,8000JWE95,010,8000IYG00,144.5,175.87,Credit Card,2023,12
010,8000ZDY26,03208,8000RNA31,208.02,155.52,Cash,2023,1
010,8000KEA69,010,8000ISF36,248.69,141.48,ACH,2023,7
03208,8000LSC44,03208,8000ZYP57,438.23,347.53,Wire,2022,4
010,8000TAQ05,010,8000ULW61,246.61,221.42,Cheque,2023,9
03208,8000BRR40,03208,8000RCN60,357.75,395.95,Bitcoin,2023,10
010,8000ZVI17,010,8000MYX92,460.71,160.37,Cash,2021,1
03208,8000ZCE33,010,8000GYS88,376.95,100.89,Wire,2022,1
010,8000LQF82,03208,8000PTE09,160.85,229.67,Reinvestment,2021,10
010,8000ZDO78,03208,8000JED75,372.33,440.29,Bitcoin,2022,5
010,8000LRE73,03208,8000ARS79,243.36,324.97,Wire,2023,9
03208,8000DKT52,03208,8000MPS30,207.31,187.31,Cheque,2022,9
03208,8000NEJ87,010,8000CWM18,453.89,154.5,Credit Card,2021,5
010,8000ARW37,03208,8000OMY43,101.89,102.98,ACH,2021,6
03208,8000YWD63,010,8000UGC13,377.83,298.93,Reinvestment,2021,6
010,8000TNU61,010,8000KPL72,364.24,121.0,ACH,2023,10
010,8000UDG19,03208,8000IXF99,363.73,181.45,Cheque,2021,5
010,8000TID18,010,8000QTY63,281.46,322.0,ACH,2022,8
010,8000VKE84,03208,8000BEZ79,462.73,117.79,Wire,2022,7
03208,8000JVD70,010,8000DSG37,258.37,191.94,Bitcoin,2023,7
010,8000ZAP55,010,8000VFF81,102.43,105.43,Wire,2023,2
03208,8000HUL69,03208,8000WKW53,294.42,313.35,Bitcoin,2021,12
010,8000YPY87,010,8000JQD63,385.39,150.63,Reinvestment,2023,4
010,8000DLJ45,010,8000VSW01,363.52,123.83,ACH,2023,1
03208,8000ZHA51,03208,8000SLL77,301.36,247.39,ACH,2022,7
03208,8000AEF23,03208,8000BGU97,444.28,386.38,Wire,2021,9
03208,8000XLS42,03208,8000MKS07,440.49,444.69,Reinvestment,2023,8
010,8000ZWV52,010,8000BZQ84,425.72,408.09,Wire,2021,6
010,8000CQX83,010,8000WPD13,278.94,173.15,ACH,2023,5
010,8000YAI39,010,8000BOF21,353.65,392.35,Wire,2022,6
03208,8000TLO04,03208,8000GYA86,423.19,237.38,Credit Card,2023,8
010,8000MVU35,010,8000EZY21,128.02,176.21,ACH,2023,11
03208,8000IVB96,010,8000PGZ24,137.59,352.16,Reinvestment,2023,8
010,8000RHN73,010,8000FGA38,286.61,219.87,ACH,2021,10
03208,8000PXY78,03208,8000VKN52,111.44,101.08,Reinvestment,2023,4
010,8000XBY67,03208,8000RUB72,277.06,430.56,Bitcoin,2021,8
010,8000RSY84,03208,8000PSH67,188.34,179.32,Cheque,2023,8
03208,8000IRE10,03208,8000XYZ24,378.11,197.07,Wire,2021,12
010,8000MWO29,010,8000OIZ05,324.47,268.71,ACH,2021,8
010,8000RPJ42,010,8000WKS48,370.96,377.13,ACH,2021,1
03208,8000OQI70,010,8000CZK86,253.73,243.07,ACH,2023,5
010,8000MPQ02,03208,8000RBK06,210.58,498.68,ACH,2023,9
03208,8000PBY38,03208,8000WKP16,208.71,349.94,Bitcoin,2021,3
03208,8000AQQ96,010,8000PPG42,265.09,144.91,ACH,2023,1
010,8000CSJ05,010,8000QLC71,249.2,267.4,Cash,2023,12
010,8000QFW71,010,8000OJX64,398.08,344.16,Credit Card,2023,10
03208,8000GOI61,010,8000ORG18,177.0,490.52,Credit Card,2022,5
03208,8000OSF04,010,8000JTP95,240.8,391.84,Wire,2023,2
010,8000SHZ82,03208,8000YLK68,108.52,399.31,Reinvestment,2023,2
010,8000WRM37,03208,8000MCV71,348.58,310.05,Wire,2023,3
010,8000PYC29,03208,8000OAM58,480.14,472.24,Wire,2023,7
03208,8000JAP90,03208,8000CIZ57,411.29,124.8,Cash,2021,2
03208,8000GNK20,010,8000ZRS12,481.65,318.53,ACH,2021,7
03208,8000XBQ26,03208,8000JNF89,329.02,186.89,Bitcoin,2021,4
010,8000OWJ90,03208,8000DGK75,100.91,129.11,Wire,2022,9
03208,8000AVH79,010,8000IEP24,145.4,468.44,Credit Card,2023,8
010,8000QTF07,03208,8000PIK59,212.97,465.36,Bitcoin,2021,1
010,8000XLY65,010,8000EYZ21,139.17,282.91,Credit Card,2022,9
010,8000UXJ51,010,8000YPJ41,265.89,291.76,ACH,2021,5
010,8000ISF89,010,8000GPX30,286.77,157.55,Wire,2023,3
03208,8000GBO63,010,8000ISS48,183.98,227.21,Cheque,2022,10
010,8000IGM42,03208,8000RBU96,290.65,307.91,Reinvestment,2023,1
03208,8000ROA47,010,8000GKR20,232.73,103.01,Reinvestment,2023,8
03208,8000XWS80,03208,8000LNK62,491.74,304.3,Bitcoin,2023,2
010,8000UVG56,010,8000VSF15,493.38,313.67,ACH,2021,1
03208,8000DIQ32,03208,8000TCS54,425.83,391.03,Cash,2023,3
03208,8000UCV11,010,8000VYB09,330.05,179.35,ACH,2022,10
010,8000HIW13,03208,8000VRC10,451.84,408.08,Reinvestment,2023,6
03208,8000QJP96,010,8000NNC33,434.72,497.86,Credit Card,2023,4
010,8000KZU06,03208,8000FLU68,462.8,145.29,Wire,2022,2
010,8000HBJ82,03208,8000CBY83,117.24,441.88,Bitcoin,2021,9
010,8000FVT17,010,8000SCR83,388.53,187.66,ACH,2023,1
03208,8000GZA86,03208,8000GTS78,176.68,217.12,Bitcoin,2023,10
010,8000NML18,010,8000ZVB42,442.52,280.88,Cash,2022,6
03208,8000KXO45,010,8000YYL56,357.83,186.55,Cash,2022,6
03208,8000JLP40,03208,8000AJG13,222.74,436.07,ACH,2023,3
03208,8000FTY84,010,8000SXB89,162.94,368.14,Cash,2021,7
03208,8000DPO90,010,8000YZU57,339.76,257.34,Cheque,2022,3
010,8000TIZ73,03208,8000XAD72,111.15,329.53,Reinvestment,2021,5
010,8000ZHI46,03208,8000BCJ99,416.62,338.88,ACH,2023,7
03208,8000LFW31,03208,8000GFH91,228.64,395.97,Cheque,2021,10
03208,8000HEI57,03208,8000PJM37,409.12,456.8,ACH,2022,3
010,8000WNE77,010,8000SDM92,133.71,420.24,Wire,2021,9
03208,8000KNZ53,03208,8000ZDU27,498.56,412.12,Cash,2021,11
010,8000GDC44,03208,8000VRY38,385.32,472.01,Wire,2022,10
010,8000XXC59,03208,8000NHI84,419.76,226.78,Bitcoin,2021,2
03208,8000BBE15,03208,8000QVS98,449.96,374.37,Cheque,2023,6
03208,8000EWJ08,010,8000GDE20,283.58,337.45,Cheque,2023,12
010,8000RYO86,010,8000OXW93,225.6,221.2,Cash,2021,2
010,8000NFM22,010,8000LDR87,325.46,164.89,Cash,2021,10
03208,8000NVR15,03208,8000BUT38,151.44,335.92,Wire,2023,12
010,8000ZMD33,010,8000NDT44,445.75,298.92,ACH,2021,9
03208,8000CUT26,010,8000VZG84,120.38,470.17,Cash,2021,3
010,8000QZA50,010,8000POV74,108.37,303.66,Wire,2021,3
010,8000RRI78,010,8000PWK10,342.99,321.77,Cash,2022,4
03208,8000WWZ44,03208,8000NTO22,316.91,369.22,Cash,2023,3
010,8000UQP87,010,8000JLC17,497.0,260.61,ACH,2021,5
03208,8000DTX40,010,8000GUJ20,433.87,258.48,Reinvestment,2022,8
010,8000ENY06,010,8000AMV30,314.81,294.42,Credit Card,2023,7
03208,8000QNY79,03208,8000LPT05,455.53,438.01,Reinvestment,2022,6
03208,8000ZDK40,010,8000VPU74,120.5,497.43,Bitcoin,2021,11
03208,8000SRX67,010,8000ESR54,315.6,118.16,Cash,2023,8
03208,8000XOJ00,010,8000PRJ58,260.93,242.23,Wire,2021,11
010,8000ENO07,010,8000JLI68,117.76,318.63,Bitcoin,2023,1
010,8000JBI12,03208,8000BCY86,156.5,188.37,Credit Card,2023,4
010,8000FXK05,010,8000WRD14,106.62,460.85,Reinvestment,2022,1
010,8000XLQ28,010,8000ZHP86,309.38,390.55,Cheque,2022,8
010,8000RJR53,010,8000STP07,117.25,326.53,ACH,2021,6
010,8000BOE16,03208,8000FIQ89,276.35,259.92,Reinvestment,2023,8
010,8000LWH13,010,8000HCI93,351.73,287.97,Cheque,2021,12
010,8000QJH77,010,8000SSR68,482.02,274.07,Cash,2023,11
010,8000TNZ62,010,8000CJO89,121.25,383.99,Reinvestment,2022,1
010,8000QDI78,010,8000NOJ65,282.73,110.27,Credit Card,2023,8
010,8000YNS69,010,8000PRJ29,437.67,253.09,Wire,2021,7
010,8000FLQ57,03208,8000RQA49,495.91,334.0,Cheque,2021,10
010,8000LYL58,010,8000DHB92,131.7,196.11,Bitcoin,2022,9
010,8000ZAU12,03208,8000VPQ44,134.76,442.23,Wire,2022,7
010,8000UZB99,03208,8000RHG50,476.89,353.3,Reinvestment,2022,9
03208,8000MTX45,03208,8000WWF68,493.73,283.52,Cash,2021,11
010,8000KOG09,03208,8000JPW74,176.7,483.85,ACH,2021,9
010,8000RSG25,010,8000BYN80,129.02,447.07,Cash,2021,2
03208,8000APZ83,03208,8000ODV92,198.14,345.75,Wire,2023,4
010,8000PMH26,010,8000JVX09,279.0,355.8,Cash,2021,7
010,8000HMO19,010,8000ICD05,392.58,110.31,Reinvestment,2021,1
010,8000AVW95,010,8000APQ12,379.46,489.6,Cash,2022,1
03208,8000XWJ35,03208,8000KRL37,366.81,290.53,Cheque,2021,5
010,8000BOQ32,010,8000DRO54,476.96,383.84,ACH,2022,9
010,8000VGQ10,010,8000FRU94,114.56,157.04,Wire,2021,10
010,8000OPC98,010,8000YXJ16,341.92,100.57,Cash,2022,6
03208,8000WXO32,010,8000HFU78,162.64,421.08,Cash,2023,11
03208,8000RQV41,010,8000EQW39,423.46,345.07,Credit Card,2023,8
010,8000ZMN80,010,8000FFG17,443.26,356.29,Cash,2021,2
010,8000GJA22,010,8000KMK86,351.21,396.63,ACH,2021,9
010,8000WKS94,010,8000DGS79,138.61,335.75,ACH,2021,2
03208,8000CSJ92,03208,8000GJT88,159.53,468.58,Cheque,2023,5
010,8000TLS85,03208,8000PZI21,293.52,144.14,Reinvestment,2021,2
03208,8000OJA67,010,8000RAH58,469.25,131.72,Wire,2023,4
03208,8000BHG07,010,8000GUE01,176.25,302.96,Cheque,2022,8
010,8000VNN19,010,8000TDM93,458.65,110.23,ACH,2021,3
010,8000SVW55,010,8000KGN79,494.51,278.0,Bitcoin,2022,5
03208,8000KXQ98,03208,8000XJO49,107.28,309.62,Wire,2021,2
010,8000ZTA84,010,8000UXG84,155.0,435.89,Reinvestment,2022,7
010,8000LVE30,010,8000VVN45,200.78,332.24,Credit Card,2022,12
010,8000FXV80,03208,8000MBL41,180.11,488.27,Cheque,2022,5
010,8000GVL38,010,8000VQE38,381.05,117.62,ACH,2021,1
010,8000AYD37,03208,8000KMV90,325.76,269.43,Wire,2023,9
03208,8000UST45,03208,8000JOE30,169.97,180.12,Wire,2023,8
03208,8000WMB89,03208,8000WBC15,293.4,173.16,Bitcoin,2021,6
03208,8000FTW89,010,8000IFU40,289.07,155.81,Credit Card,2022,1
03208,8000EHW06,010,8000DLB44,119.35,314.32,Reinvestment,2022,12
010,8000ZGP50,03208,8000HTD49,391.76,478.18,Reinvestment,2023,8
03208,8000WVE66,03208,8000JZH48,150.5,164.67,Wire,2023,7
010,8000NAR36,010,8000XTG32,161.93,410.31,ACH,2023,8
010,8000MIN88,03208,8000BIU06,274.77,208.97,Bitcoin,2023,7
03208,8000QYQ17,03208,8000SJA13,355.25,396.28,Cheque,2022,9
03208,8000KSB57,03208,8000JHX07,401.36,159.8,Cash,2021,11
03208,8000ZXA05,010,8000NYF25,498.88,141.99,Credit Card,2022,7
03208,8000MTE29,03208,8000RIL76,295.12,114.09,ACH,2022,12
03208,8000HQZ32,03208,8000JAZ85,494.18,224.21,ACH,2021,11
010,8000CXH53,010,8000VHE62,335.85,140.69,Reinvestment,2023,3
03208,8000QZT01,010,8000ZRV11,370.03,248.98,Cash,2021,11
010,8000GAD51,03208,8000PHK81,242.04,179.38,Reinvestment,2022,7
010,8000ZEC78,03208,8000AMW02,230.36,424.52,Reinvestment,2021,5
010,8000ITC21,010,8000QFI73,347.38,374.6,Credit Card,2022,11
03208,8000VYK13,03208,8000WZN33,438.97,371.54,Reinvestment,2022,3
010,8000BKQ47,010,8000RUC31,456.69,108.02,Wire,2023,11
010,8000VXG77,03208,8000VAR70,339.1,304.47,Cash,2022,6
03208,8000VWU82,03208,8000KIU14,242.29,117.16,Cheque,2021,12
010,8000WZB52,03208,8000BQV61,220.1,393.84,Wire,2022,11
03208,8000ERJ33,010,8000CPG32,121.84,110.44,Cash,2023,4
010,8000ZCX08,03208,8000VMO97,481.85,290.9,ACH,2021,9
03208,8000WMF43,03208,8000AKC94,305.19,289.17,Credit Card,2021,3
03208,8000AVP22,03208,8000PYP22,300.44,256.64,Cheque,2022,11
03208,8000SPA65,03208,8000RXR08,323.55,327.43,Wire,2021,6
010,8000YFO55,010,8000PLN91,169.93,316.06,Wire,2022,8
010,8000APR35,03208,8000ZWB90,169.85,177.59,Cash,2023,7
03208,8000DUS29,03208,8000AEX98,123.86,145.41,Cheque,2021,7
03208,8000NZP47,010,8000NYV65,277.24,137.39,Credit Card,2022,5
010,8000XBG72,03208,8000ELD16,211.13,245.67,ACH,2022,6
03208,8000RND82,03208,8000KBC99,477.8,406.86,Cash,2021,7
03208,8000FGD83,010,8000THN10,142.14,288.25,Reinvestment,2023,9
010,8000QDI29,010,8000ZIY22,135.97,322.31,Credit Card,2022,7
010,8000YOZ60,03208,8000YUQ03,122.18,392.62,Reinvestment,2022,2
010,8000HWH24,010,8000VBD84,464.28,310.46,ACH,2023,9
010,8000HFJ43,03208,8000JGT83,170.03,134.27,Wire,2022,2
010,8000XSO25,03208,8000XTY69,204.13,406.0,Cheque,2022,10
03208,8000RYB64,03208,8000AUE21,209.5,246.29,Credit Card,2023,1
03208,8000TMI06,03208,8000NBN45,497.56,365.97,Credit Card,2022,12
03208,8000GOK01,010,8000FGC95,118.36,314.51,Cash,2023,2
03208,8000IYI49,010,8000WEC00,324.16,345.49,Reinvestment,2022,8
03208,8000QWL81,010,8000TCK60,108.62,265.62,Reinvestment,2023,9
03208,8000SXW16,010,8000WJT55,393.4,267.98,Bitcoin,2021,2
03208,8000ZLI29,03208,8000AHL91,281.77,456.16,Reinvestment,2021,9
03208,8000GPN54,03208,8000CFP90,232.75,153.26,Credit Card,2022,5
03208,8000NCL46,010,8000TDU29,163.69,241.06,Cheque,2021,8
010,8000YFC35,03208,8000HMF83,288.43,404.08,Cheque,2021,9
03208,8000OAM19,03208,8000DQW73,117.16,434.05,Cheque,2023,4
03208,8000KGX44,03208,8000GRJ94,455.8,360.51,Reinvestment,2021,8
010,8000LTX31,03208,8000TJU80,393.42,233.13,Reinvestment,2021,4
03208,8000RUQ34,010,8000YEG43,403.49,465.24,Cheque,2021,11
03208,8000UPB22,03208,8000AEG16,335.51,403.02,Credit Card,2023,8
010,8000ZAQ58,010,8000PEW58,466.12,383.75,Cheque,2021,10
010,8000HNC18,010,8000TCB91,488.14,336.47,ACH,2021,6
010,8000JFC31,010,8000PPE01,377.91,289.57,Wire,2022,12
010,8000ZKJ71,03208,8000IXS73,412.82,416.52,Bitcoin,2023,1
010,8000TCX03,03208,8000UFT84,496.65,291.57,ACH,2023,1
010,8000QOS01,010,8000GQJ28,120.16,334.87,Wire,2023,11
03208,8000BOY72,03208,8000FQM44,437.22,282.41,Reinvestment,2021,3
03208,8000YUP58,03208,8000DEF37,240.19,230.3,Credit Card,2021,1
03208,8000GLK88,03208,8000HPV75,454.41,306.77,Cash,2023,11
03208,8000STV84,010,8000MIR36,378.08,173.97,Reinvestment,2022,12
03208,8000KRT66,03208,8000BWQ79,203.64,428.68,Cheque,2022,9
03208,8000DSO78,010,8000UHM64,222.42,459.46,Reinvestment,2023,10
010,8000YBE40,010,8000PIQ59,362.05,222.61,Reinvestment,2021,11
03208,8000CWV30,03208,8000BSS72,354.77,328.24,Bitcoin,2022,7
010,8000ARS05,03208,8000KIV84,113.68,147.86,Credit Card,2022,9
010,8000CMO17,03208,8000GAM73,342.27,401.33,Bitcoin,2023,12
03208,8000VZJ01,03208,8000XNY06,368.11,488.87,Wire,2023,1
010,8000GOU34,010,8000UYG75,159.83,491.67,Cash,2021,3
010,8000TIX66,010,8000GLN31,460.67,475.05,Reinvestment,2023,8
010,8000EGI63,03208,8000BVL20,197.08,420.35,Cash,2021,1
03208,8000BBB01,03208,8000JQT13,414.06,317.16,Cheque,2023,12
03208,8000OZA01,010,8000DEI08,105.76,297.71,ACH,2021,8
010,8000ACS18,03208,8000TJP37,260.33,298.58,ACH,2022,12
03208,8000CVI06,010,8000AEJ14,179.15,105.51,ACH,2021,6
03208,8000DQM03,03208,8000PJD98,188.41,376.7,Reinvestment,2023,7
010,8000QMX91,03208,8000WWG40,253.27,380.46,Cash,2021,8
03208,8000RVS16,03208,8000MQK34,105.51,124.88,Cheque,2022,5
010,8000TBI76,03208,8000XZH52,286.85,446.65,Cash,2021,1
03208,8000QFU75,03208,8000KTJ66,381.24,143.31,Credit Card,2023,12
03208,8000KOX33,010,8000RSI48,364.85,423.82,ACH,2023,10
010,8000YJP82,03208,8000FFA71,453.43,404.86,ACH,2021,10
010,8000HCL11,010,8000ZLA46,139.79,184.0,Credit Card,2023,10
010,8000VLL22,03208,8000EAA86,306.98,102.45,Cash,2022,8
03208,8000BXE17,03208,8000QVT61,281.73,348.05,Bitcoin,2023,12
010,8000VQY12,03208,8000JFN02,437.01,114.88,Reinvestment,2022,8
03208,8000RYW04,010,8000IYY43,411.26,252.5,Credit Card,2022,6
03208,8000GQT69,010,8000ZAQ78,364.01,359.87,Bitcoin,2022,4
03208,8000YTI34,010,8000VHQ75,424.1,120.19,Credit Card,2023,8
03208,8000VEB70,03208,8000IOW08,471.94,232.05,Cash,2022,9
010,8000HDK75,010,8000ZTT51,253.72,457.25,Cheque,2023,4
010,8000HLY73,03208,8000UNB25,104.68,427.76,Bitcoin,2023,9
010,8000BGG74,03208,8000EBG57,435.41,284.59,Wire,2023,10
010,8000BBZ66,010,8000VNZ66,233.21,148.77,Reinvestment,2023,4
03208,8000UGX97,010,8000ZPW44,454.17,327.47,ACH,2021,12
010,8000QAR27,010,8000BXY66,384.16,227.69,Cheque,2022,4
010,8000MKA26,010,8000WGP11,309.36,371.72,ACH,2023,5
03208,8000OCN08,010,8000TUO76,302.33,301.65,Reinvestment,2023,11
010,8000SYZ84,03208,8000KYP82,495.88,277.82,Bitcoin,2022,2
010,8000GDC07,010,8000GKR26,181.9,376.77,Bitcoin,2021,12
010,8000KTO55,03208,8000NOW47,250.91,266.62,Wire,2023,1
03208,8000GGF93,03208,8000GFT48,287.98,360.87,Credit Card,2023,9
010,8000FRA45,010,8000YSC98,282.56,194.8,Wire,2023,11
010,8000RFT77,010,8000EEV43,431.67,213.75,Bitcoin,2023,4
010,8000BES01,03208,8000HNI52,420.04,128.8,Cash,2023,6
03208,8000APB97,03208,8000WGW47,467.58,429.45,Credit Card,2022,7
03208,8000PFD04,03208,8000GUO02,185.53,299.64,Credit Card,2023,4
010,8000PLV08,03208,8000EVC66,353.63,409.08,Cash,2023,9
010,8000LVA54,03208,8000YEB17,309.19,459.84,Credit Card,2022,1
03208,8000KQQ86,010,8000AZD41,319.94,491.1,Bitcoin,2023,4
010,8000SPR16,010,8000VAA87,274.45,290.45,Bitcoin,2022,5
010,8000LIT58,010,8000FJZ00,341.74,404.36,Reinvestment,2022,5
03208,8000NWP15,010,8000TTT67,351.63,344.5,Bitcoin,2021,11
010,8000FQR95,03208,8000BLG85,262.59,424.02,Credit Card,2023,9
010,8000HJL46,03208,8000UDK96,311.31,474.9,Cheque,2021,11
010,8000BDH55,010,8000VFG80,238.83,307.71,ACH,2021,10
010,8000FLT68,03208,8000GQU61,186.94,243.7,Bitcoin,2021,3
03208,8000NXP94,010,8000OXS48,395.0,126.05,Wire,2023,1
010,8000ANW83,010,8000WIJ30,402.65,486.05,Credit Card,2022,3
010,8000APQ75,010,8000ZWB39,294.63,263.24,Cheque,2021,6
03208,8000SGN51,010,8000FFL98,422.25,280.52,Cheque,2021,2
010,8000MPB33,03208,8000UKS63,218.47,413.28,Credit Card,2022,7
03208,8000JUE11,03208,8000HWK91,321.92,470.26,Wire,2022,8
010,8000AZJ08,03208,8000CKQ68,354.68,409.31,ACH,2023,2
010,8000YQV57,010,8000VLS75,105.39,149.12,Credit Card,2023,4
010,8000ONS16,03208,8000SPQ11,171.69,469.28,Bitcoin,2023,4
